"lang"
{
"Language"		"ukrainian"
"sarge.SuppliesAmmo2"		"<clr:238,207,161><B>Сержант:<B> Беріть, що потрібно, і що підходить."


"[english]sarge.LockedTerminalCrash0"		"<clr:238,207,161><B>Sarge:<B> Terminal secure. Crash, you're up."
"sarge.LockedTerminalCrash0"		"<clr:238,207,161><B>Сержант:<B> Термінал заблокований. Креше, займися цим."


"[english]sarge.LockedTerminalCrash1"		"<clr:238,207,161><B>Sarge:<B> Terminal secure. Get your ass over here, Crash."
"sarge.LockedTerminalCrash1"		"<clr:238,207,161><B>Сержант:<B> Термінал заблокований. Тягни свою дупу сюди, Креше."


"[english]sarge.LockedTerminalFlynn0"		"<clr:238,207,161><B>Sarge:<B> Terminal secure. Flynn, you're up."
"sarge.LockedTerminalFlynn0"		"<clr:238,207,161><B>Сержант:<B> Термінал заблокований. Флінне, займися цим."


"[english]sarge.LockedTerminalVegas0"		"<clr:238,207,161><B>Sarge:<B> Terminal secure. Vegas, you're up."
"sarge.LockedTerminalVegas0"		"<clr:238,207,161><B>Сержант:<B> Термінал заблокований. Веґасе, займися цим."


"[english]sarge.LockedTerminalVegas1"		"<clr:238,207,161><B>Sarge:<B> Terminal secure. Vegas, get your ass up here."
"sarge.LockedTerminalVegas1"		"<clr:238,207,161><B>Сержант:<B> Термінал заблокований. Веґасе, тягни свою дупу сюди."


"[english]sarge.LockedTerminal0"		"<clr:238,207,161><B>Sarge:<B> Terminal's secure."
"sarge.LockedTerminal0"		"<clr:238,207,161><B>Сержант:<B> Термінал заблокований."


"[english]sarge.LockedTerminal1"		"<clr:238,207,161><B>Sarge:<B> It's locked."
"sarge.LockedTerminal1"		"<clr:238,207,161><B>Сержант:<B> Він заблокований."


"[english]sarge.LockedTerminal2"		"<clr:238,207,161><B>Sarge:<B> I need a tech here, on the double."
"sarge.LockedTerminal2"		"<clr:238,207,161><B>Сержант:<B> Тут потрібен технік, негайно."


"[english]sarge.HoldingPosition0"		"<clr:238,207,161><B>Sarge:<B> Cover an area."
"sarge.HoldingPosition0"		"<clr:238,207,161><B>Сержант:<B> Прикрийте зону."


"[english]sarge.HoldingPosition1"		"<clr:238,207,161><B>Sarge:<B> Securing area."
"sarge.HoldingPosition1"		"<clr:238,207,161><B>Сержант:<B> Беру зону під контроль."


"[english]sarge.HoldingPosition2"		"<clr:238,207,161><B>Sarge:<B> Holding position."
"sarge.HoldingPosition2"		"<clr:238,207,161><B>Сержант:<B> Утримую позицію."


"[english]sarge.HoldingNorth0"		"<clr:238,207,161><B>Sarge:<B> Covering north."
"sarge.HoldingNorth0"		"<clr:238,207,161><B>Сержант:<B> Прикриваю північ."


"[english]sarge.HoldingNorth1"		"<clr:238,207,161><B>Sarge:<B> Covering north side."
"sarge.HoldingNorth1"		"<clr:238,207,161><B>Сержант:<B> Прикриваю північну сторону."


"[english]sarge.HoldingNorth2"		"<clr:238,207,161><B>Sarge:<B> North side in position."
"sarge.HoldingNorth2"		"<clr:238,207,161><B>Сержант:<B> Північна сторона, я на позиції."


"[english]sarge.HoldingNorth3"		"<clr:238,207,161><B>Sarge:<B> North side standing to."
"sarge.HoldingNorth3"		"<clr:238,207,161><B>Сержант:<B> Я на північній стороні."


"[english]sarge.HoldingSouth0"		"<clr:238,207,161><B>Sarge:<B> Covering south."
"sarge.HoldingSouth0"		"<clr:238,207,161><B>Сержант:<B> Прикриваю південь."


"[english]sarge.HoldingSouth1"		"<clr:238,207,161><B>Sarge:<B> Covering south side."
"sarge.HoldingSouth1"		"<clr:238,207,161><B>Сержант:<B> Прикриваю південну сторону."


"[english]sarge.HoldingSouth2"		"<clr:238,207,161><B>Sarge:<B> South side in position."
"sarge.HoldingSouth2"		"<clr:238,207,161><B>Сержант:<B> Південна сторона, я на позиції."


"[english]sarge.HoldingSouth3"		"<clr:238,207,161><B>Sarge:<B> South side standing to."
"sarge.HoldingSouth3"		"<clr:238,207,161><B>Сержант:<B> Я на південній стороні."


"[english]sarge.HoldingEast0"		"<clr:238,207,161><B>Sarge:<B> Covering east."
"sarge.HoldingEast0"		"<clr:238,207,161><B>Сержант:<B> Прикриваю схід."


"[english]sarge.HoldingEast1"		"<clr:238,207,161><B>Sarge:<B> Covering east side."
"sarge.HoldingEast1"		"<clr:238,207,161><B>Сержант:<B> Прикриваю східну сторону."


"[english]sarge.HoldingEast2"		"<clr:238,207,161><B>Sarge:<B> East side in position."
"sarge.HoldingEast2"		"<clr:238,207,161><B>Сержант:<B> Східна сторона, я на позиції."


"[english]sarge.HoldingEast3"		"<clr:238,207,161><B>Sarge:<B> East side standing to."
"sarge.HoldingEast3"		"<clr:238,207,161><B>Сержант:<B> Я на східній стороні."


"[english]sarge.HoldingWest0"		"<clr:238,207,161><B>Sarge:<B> Covering west."
"sarge.HoldingWest0"		"<clr:238,207,161><B>Сержант:<B> Прикриваю захід."


"[english]sarge.HoldingWest1"		"<clr:238,207,161><B>Sarge:<B> Covering west side."
"sarge.HoldingWest1"		"<clr:238,207,161><B>Сержант:<B> Прикриваю західну сторону."


"[english]sarge.HoldingWest2"		"<clr:238,207,161><B>Sarge:<B> West side in position."
"sarge.HoldingWest2"		"<clr:238,207,161><B>Сержант:<B> Західна сторона, я на позиції."


"[english]sarge.HoldingWest3"		"<clr:238,207,161><B>Sarge:<B> West side standing to."
"sarge.HoldingWest3"		"<clr:238,207,161><B>Сержант:<B> Я на західній стороні."


"[english]sarge.GotPoint0"		"<clr:238,207,161><B>Sarge:<B> Conrad taking point."
"sarge.GotPoint0"		"<clr:238,207,161><B>Сержант:<B> Виходжу на позицію."


"[english]sarge.GotPoint1"		"<clr:238,207,161><B>Sarge:<B> Taking point."
"sarge.GotPoint1"		"<clr:238,207,161><B>Сержант:<B> Виходжу на позицію."


"[english]sarge.GotRear0"		"<clr:238,207,161><B>Sarge:<B> Covering the rear."
"sarge.GotRear0"		"<clr:238,207,161><B>Сержант:<B> Прикриваю тил."


"[english]sarge.GotRear1"		"<clr:238,207,161><B>Sarge:<B> Conrad taking rear guard."
"sarge.GotRear1"		"<clr:238,207,161><B>Сержант:<B> Прикриваю ззаду."


		"[english]sarge.GotRear2"		"<clr:238,207,161><B>Sarge:<B> I've got your back."
		"sarge.GotRear2"		"<clr:238,207,161><B>Sarge:<B> I've got your back."


"[english]sarge.RequestSealDoor0"		"<clr:238,207,161><B>Sarge:<B> Get this door sealed, on the double."
"sarge.RequestSealDoor0"		"<clr:238,207,161><B>Сержант:<B> Звари ці двері, негайно."


"[english]sarge.RequestSealDoor1"		"<clr:238,207,161><B>Sarge:<B> I need this door sealed now."
"sarge.RequestSealDoor1"		"<clr:238,207,161><B>Сержант:<B> Ці двері мають бути зварені, хутчіш."


"[english]sarge.RequestSealDoor2"		"<clr:238,207,161><B>Sarge:<B> Seal it up, marines."
"sarge.RequestSealDoor2"		"<clr:238,207,161><B>Сержант:<B> Зварюй їх, боєць."


"[english]sarge.RequestSealDoor3"		"<clr:238,207,161><B>Sarge:<B> I want this door secured."
"sarge.RequestSealDoor3"		"<clr:238,207,161><B>Сержант:<B> Укріпіть ці двері."


"[english]sarge.RequestCutDoor0"		"<clr:238,207,161><B>Sarge:<B> Get it open, marines."
"sarge.RequestCutDoor0"		"<clr:238,207,161><B>Сержант:<B> Відчиніть їх, бійці."


"[english]sarge.RequestCutDoor1"		"<clr:238,207,161><B>Sarge:<B> Cut it open."
"sarge.RequestCutDoor1"		"<clr:238,207,161><B>Сержант:<B> Розрізай їх."


"[english]sarge.RequestCutDoor2"		"<clr:238,207,161><B>Sarge:<B> I want this door cut open."
"sarge.RequestCutDoor2"		"<clr:238,207,161><B>Сержант:<B> <B>Сержант:<B> Я хочу, щоб ці двері були відчинені."


"[english]sarge.RequestCutDoor3"		"<clr:238,207,161><B>Sarge:<B> What are you waiting for? Cut it open!"
"sarge.RequestCutDoor3"		"<clr:238,207,161><B>Сержант:<B> Чого ви чекаєте? Розрізайте двері!"


"[english]sarge.RequestCutDoor4"		"<clr:238,207,161><B>Sarge:<B> I want this door in two, you understand me?"
"sarge.RequestCutDoor4"		"<clr:238,207,161><B>Сержант:<B> Я хочу ці двері відчиненими негайно, зрозуміло?"


"[english]sarge.RequestShootDoor0"		"<clr:238,207,161><B>Sarge:<B> All right, marines, blow it down!"
"sarge.RequestShootDoor0"		"<clr:238,207,161><B>Сержант:<B> Гаразд, бійці, виносимо ці двері!"


"[english]sarge.RequestShootDoor1"		"<clr:238,207,161><B>Sarge:<B> Okay, marines, shoot your way through."
"sarge.RequestShootDoor1"		"<clr:238,207,161><B>Сержант:<B> Добре, бійці, проб’ємо двері зброєю."


"[english]sarge.RequestShootDoor2"		"<clr:238,207,161><B>Sarge:<B> Blast it open."
"sarge.RequestShootDoor2"		"<clr:238,207,161><B>Сержант:<B> Підірвіть їх."


"[english]sarge.RequestShootDoor3"		"<clr:238,207,161><B>Sarge:<B> Okay, marines, knock its teeth out."
"sarge.RequestShootDoor3"		"<clr:238,207,161><B>Сержант:<B> Добре, бійці, вибийте дверям усі зуби."


"[english]sarge.CuttingDoor0"		"<clr:238,207,161><B>Sarge:<B> Conrad cutting door."
"sarge.CuttingDoor0"		"<clr:238,207,161><B>Сержант:<B> Розрізаю двері."


"[english]sarge.CuttingDoor1"		"<clr:238,207,161><B>Sarge:<B> Roger that, cutting door."
"sarge.CuttingDoor1"		"<clr:238,207,161><B>Сержант:<B> Зрозумів, ріжу двері."


"[english]sarge.SealingDoor0"		"<clr:238,207,161><B>Sarge:<B> Conrad sealing door."
"sarge.SealingDoor0"		"<clr:238,207,161><B>Сержант:<B> Зварюю двері."


"[english]sarge.SealingDoor1"		"<clr:238,207,161><B>Sarge:<B> Sealing door."
"sarge.SealingDoor1"		"<clr:238,207,161><B>Сержант:<B> Зварюю двері."


"[english]sarge.SealingDoor2"		"<clr:238,207,161><B>Sarge:<B> Securing door."
"sarge.SealingDoor2"		"<clr:238,207,161><B>Сержант:<B> Укріпляю двері."


"[english]sarge.Biomass0"		"<clr:238,207,161><B>Sarge:<B> Swarm biomass, burn it out."
"sarge.Biomass0"		"<clr:238,207,161><B>Сержант:<B> Біомаса, спаліть її."


"[english]sarge.Biomass1"		"<clr:238,207,161><B>Sarge:<B> Signs of infestation."
"sarge.Biomass1"		"<clr:238,207,161><B>Сержант:<B> Ознаки зараження."


"[english]sarge.TimeToLeave0"		"<clr:238,207,161><B>Sarge:<B> All right, marines, we're leaving."
"sarge.TimeToLeave0"		"<clr:238,207,161><B>Сержант:<B> Усе гаразд, бійці, ми покидаємо це місце."


"[english]sarge.TimeToLeave1"		"<clr:238,207,161><B>Sarge:<B> Mission objectives complete. Squad, we're moving out."
"sarge.TimeToLeave1"		"<clr:238,207,161><B>Сержант:<B> Усі завдання місії виконані. Загоне, вирушаймо."


"[english]sarge.TimeToLeave2"		"<clr:238,207,161><B>Sarge:<B> Squad, proceeding to extraction point."
"sarge.TimeToLeave2"		"<clr:238,207,161><B>Сержант:<B> Загоне, просуваймося до точки евакуації."


"[english]sarge.WatchOut0"		"<clr:238,207,161><B>Sarge:<B> Look out!"
"sarge.WatchOut0"		"<clr:238,207,161><B>Сержант:<B> Обережно!"


"[english]sarge.WatchOut1"		"<clr:238,207,161><B>Sarge:<B> Watch it!"
"sarge.WatchOut1"		"<clr:238,207,161><B>Сержант:<B> Стережіться!"


"[english]sarge.WatchOut2"		"<clr:238,207,161><B>Sarge:<B> Watch out, guys!"
"sarge.WatchOut2"		"<clr:238,207,161><B>Сержант:<B> Стережіться, хлопці!"


"[english]sarge.WatchOut3"		"<clr:238,207,161><B>Sarge:<B> Careful, marines!"
"sarge.WatchOut3"		"<clr:238,207,161><B>Сержант:<B> Обережно, бійці!"


"[english]sarge.Shieldbug0"		"<clr:238,207,161><B>Sarge:<B> Shit, a shieldbug."
"sarge.Shieldbug0"		"<clr:238,207,161><B>Сержант:<B> Лайно, щитовик."


"[english]sarge.Shieldbug1"		"<clr:238,207,161><B>Sarge:<B> Holy shit!"
"sarge.Shieldbug1"		"<clr:238,207,161><B>Сержант:<B> От лайно!"


"[english]sarge.Shieldbug2"		"<clr:238,207,161><B>Sarge:<B> A shieldbug, take it down, marines."
"sarge.Shieldbug2"		"<clr:238,207,161><B>Сержант:<B> Щитовик, валіть його, бійці."


"[english]sarge.ShieldbugHint0"		"<clr:238,207,161><B>Sarge:<B> Get behind it, marines."
"sarge.ShieldbugHint0"		"<clr:238,207,161><B>Сержант:<B> Обходьте його, бійці."


"[english]sarge.ShieldbugHint1"		"<clr:238,207,161><B>Sarge:<B> Shoot it in the back."
"sarge.ShieldbugHint1"		"<clr:238,207,161><B>Сержант:<B> Стріляйте в черево позаду."


"[english]sarge.ShieldbugHint2"		"<clr:238,207,161><B>Sarge:<B> Get behind."
"sarge.ShieldbugHint2"		"<clr:238,207,161><B>Сержант:<B> Обійдіть його."


"[english]sarge.Parasite0"		"<clr:238,207,161><B>Sarge:<B> Parasite!"
"sarge.Parasite0"		"<clr:238,207,161><B>Сержант:<B> Паразит!"


"[english]sarge.Parasite1"		"<clr:238,207,161><B>Sarge:<B> Look out, marines! Parasite!"
"sarge.Parasite1"		"<clr:238,207,161><B>Сержант:<B> Обережно, бійці! Паразит!"


"[english]sarge.Parasite2"		"<clr:238,207,161><B>Sarge:<B> Parasite! Kill it dead!"
"sarge.Parasite2"		"<clr:238,207,161><B>Сержант:<B> Паразит! Прибийте його!"


"[english]sarge.BeenInfested0"		"<clr:238,207,161><B>Sarge:<B> Arrrrgh! Get it off me!"
"sarge.BeenInfested0"		"<clr:238,207,161><B>Сержант:<B> Арррргх! Зніміть його з мене!"


"[english]sarge.BeenInfested1"		"<clr:238,207,161><B>Sarge:<B> Get it off!"
"sarge.BeenInfested1"		"<clr:238,207,161><B>Сержант:<B> Зніміть його!"


"[english]sarge.BeenInfested2"		"<clr:238,207,161><B>Sarge:<B> Arrrgghhh! It's on me!"
"sarge.BeenInfested2"		"<clr:238,207,161><B>Сержант:<B> Арррггххх! Він на мені!"


"[english]sarge.BeenInfested3"		"<clr:238,207,161><B>Sarge:<B> Shit! Shit, parasite on!"
"sarge.BeenInfested3"		"<clr:238,207,161><B>Сержант:<B> Лайно! Лайно, паразит на мені!"


"[english]sarge.SwarmEggs0"		"<clr:238,207,161><B>Sarge:<B> Swarm eggs, watch out."
"sarge.SwarmEggs0"		"<clr:238,207,161><B>Сержант:<B> Яйця, стережіться."


"[english]sarge.SwarmEggs1"		"<clr:238,207,161><B>Sarge:<B> Swarm eggs, take em out."
"sarge.SwarmEggs1"		"<clr:238,207,161><B>Сержант:<B> Яйця, знищіть їх."


"[english]sarge.SwarmEggs2"		"<clr:238,207,161><B>Sarge:<B> Careful boys, we got swarm eggs."
"sarge.SwarmEggs2"		"<clr:238,207,161><B>Сержант:<B> Обережно, хлопці, тут яйця Рою."


"[english]sarge.SwarmEggs3"		"<clr:238,207,161><B>Sarge:<B> Scramble them eggs, boys."
"sarge.SwarmEggs3"		"<clr:238,207,161><B>Сержант:<B> Розчавіть ці яйця, хлопці."


"[english]sarge.Grenade0"		"<clr:238,207,161><B>Sarge:<B> Grenade!"
"sarge.Grenade0"		"<clr:238,207,161><B>Сержант:<B> Граната!"


"[english]sarge.Grenade1"		"<clr:238,207,161><B>Sarge:<B> Clear!"
"sarge.Grenade1"		"<clr:238,207,161><B>Сержант:<B> Чисто!"


"[english]sarge.Grenade2"		"<clr:238,207,161><B>Sarge:<B> Eat this!"
"sarge.Grenade2"		"<clr:238,207,161><B>Сержант:<B> Скуштуй це!"


"[english]sarge.AlienTooClose0"		"<clr:238,207,161><B>Sarge:<B> Get it off!"
"sarge.AlienTooClose0"		"<clr:238,207,161><B>Сержант:<B> Відчепись!"


"[english]sarge.AlienTooClose1"		"<clr:238,207,161><B>Sarge:<B> Kill it!"
"sarge.AlienTooClose1"		"<clr:238,207,161><B>Сержант:<B> Вбийте його!"


"[english]sarge.AlienTooClose2"		"<clr:238,207,161><B>Sarge:<B> On me!"
"sarge.AlienTooClose2"		"<clr:238,207,161><B>Сержант:<B> На мені!"


"[english]sarge.AlienTooClose3"		"<clr:238,207,161><B>Sarge:<B> Hostile on me!"
"sarge.AlienTooClose3"		"<clr:238,207,161><B>Сержант:<B> Ворог на мені!"


"[english]sarge.MadFiring0"		"<clr:238,207,161><B>Sarge:<B> Eat this you son of a bitch!"
"sarge.MadFiring0"		"<clr:238,207,161><B>Сержант:<B> З’їж це, паскудо!!"


"[english]sarge.MadFiring1"		"<clr:238,207,161><B>Sarge:<B> Die!"
"sarge.MadFiring1"		"<clr:238,207,161><B>Сержант:<B> Здохни!"


"[english]sarge.MadFiring2"		"<clr:238,207,161><B>Sarge:<B> Argghhhh!"
"sarge.MadFiring2"		"<clr:238,207,161><B>Сержант:<B> Арггхххх!"


"[english]sarge.BreachedDoor0"		"<clr:238,207,161><B>Sarge:<B> They breached the door!"
"sarge.BreachedDoor0"		"<clr:238,207,161><B>Сержант:<B> Вони прорвалися крізь двері!"


"[english]sarge.BreachedDoor1"		"<clr:238,207,161><B>Sarge:<B> They're through!"
"sarge.BreachedDoor1"		"<clr:238,207,161><B>Сержант:<B> Вони пробилися!"


"[english]sarge.BreachedDoor2"		"<clr:238,207,161><B>Sarge:<B> Look out!"
"sarge.BreachedDoor2"		"<clr:238,207,161><B>Сержант:<B> Обережно!"


"[english]sarge.MarineDown0"		"<clr:238,207,161><B>Sarge:<B> Marine down!"
"sarge.MarineDown0"		"<clr:238,207,161><B>Сержант:<B> У нас втрати!"


"[english]sarge.SmallPain0"		"<clr:238,207,161><B>Sarge:<B> Arghh!"
"sarge.SmallPain0"		"<clr:238,207,161><B>Сержант:<B> Аргхх!"


"[english]sarge.SmallPain1"		"<clr:238,207,161><B>Sarge:<B> [Pain]"
"sarge.SmallPain1"		"<clr:238,207,161><B>Сержант:<B> [Біль]"


"[english]sarge.SmallPain2"		"<clr:238,207,161><B>Sarge:<B> [Pain]"
"sarge.SmallPain2"		"<clr:238,207,161><B>Сержант:<B> [Біль]"


"[english]sarge.SmallPain3"		"<clr:238,207,161><B>Sarge:<B> [Pain]"
"sarge.SmallPain3"		"<clr:238,207,161><B>Сержант:<B> [Біль]"


"[english]sarge.LargePain0"		"<clr:238,207,161><B>Sarge:<B> [Pain]"
"sarge.LargePain0"		"<clr:238,207,161><B>Сержант:<B> [Біль]"


"[english]sarge.LargePain1"		"<clr:238,207,161><B>Sarge:<B> [Pain]"
"sarge.LargePain1"		"<clr:238,207,161><B>Сержант:<B> [Біль]"


"[english]sarge.Dead0"		"<clr:238,207,161><B>Sarge:<B> [Death]"
"sarge.Dead0"		"<clr:238,207,161><B>Сержант:<B> [Смерть]"


"[english]sarge.Dead1"		"<clr:238,207,161><B>Sarge:<B> [Death]"
"sarge.Dead1"		"<clr:238,207,161><B>Сержант:<B> [Смерть]"


"[english]sarge.OnFire0"		"<clr:238,207,161><B>Sarge:<B> Arghhhhh, aaah!"
"sarge.OnFire0"		"<clr:238,207,161><B>Сержант:<B> Аргхххх, а-а-ах!"


"[english]sarge.OnFire1"		"<clr:238,207,161><B>Sarge:<B> [Screaming pain]"
"sarge.OnFire1"		"<clr:238,207,161><B>Сержант:<B> [Крик від болю]"


"[english]sarge.OnFire2"		"<clr:238,207,161><B>Sarge:<B> Oh God! [Screaming pain]"
"sarge.OnFire2"		"<clr:238,207,161><B>Сержант:<B> О, Боже! [Крик від болю]"
