"lang"
{
"Language"		"tchinese"
"sarge.CuttingDoor0"		"<clr:238,207,161>Sarge：我正在切門。"
"[english]sarge.CuttingDoor0"		"<clr:238,207,161>Sarge: Conrad cutting door."
"sarge.CuttingDoor1"		"<clr:238,207,161>Sarge：收到，開始切門。"
"[english]sarge.CuttingDoor1"		"<clr:238,207,161>Sarge: Roger that, cutting door."
"sarge.SealingDoor0"		"<clr:238,207,161>Sarge：我正在焊門。"
"[english]sarge.SealingDoor0"		"<clr:238,207,161>Sarge: Conrad sealing door."
"sarge.SealingDoor1"		"<clr:238,207,161>Sarge：正在焊門。"
"[english]sarge.SealingDoor1"		"<clr:238,207,161>Sarge: Sealing door."
"sarge.SealingDoor2"		"<clr:238,207,161>Sarge：正在封門。"
"[english]sarge.SealingDoor2"		"<clr:238,207,161>Sarge: Securing door."
"sarge.Biomass0"		"<clr:238,207,161>Sarge：是生物質體，把它燒掉。"
"[english]sarge.Biomass0"		"<clr:238,207,161>Sarge: Swarm biomass, burn it out."
"sarge.Biomass1"		"<clr:238,207,161>Sarge：真是一片狼藉。"
"[english]sarge.Biomass1"		"<clr:238,207,161>Sarge: Signs of infestation."
"sarge.TimeToLeave0"		"<clr:238,207,161>Sarge：好了，士兵們，我們離開這兒。"
"[english]sarge.TimeToLeave0"		"<clr:238,207,161>Sarge: All right, marines, we're leaving."
"sarge.TimeToLeave1"		"<clr:238,207,161>Sarge：任務目標完成，隊員們。我們離開這裏。"
"[english]sarge.TimeToLeave1"		"<clr:238,207,161>Sarge: Mission objectives complete. Squad, we're moving out."
"sarge.TimeToLeave2"		"<clr:238,207,161>Sarge：隊員們，向出口移動。"
"[english]sarge.TimeToLeave2"		"<clr:238,207,161>Sarge: Squad, proceeding to extraction point."
"sarge.WatchOut0"		"<clr:238,207,161>Sarge：當心！"
"[english]sarge.WatchOut0"		"<clr:238,207,161>Sarge: Look out!"
"sarge.WatchOut1"		"<clr:238,207,161>Sarge：註意！"
"[english]sarge.WatchOut1"		"<clr:238,207,161>Sarge: Watch it!"
"sarge.WatchOut2"		"<clr:238,207,161>Sarge：當心，夥計！"
"[english]sarge.WatchOut2"		"<clr:238,207,161>Sarge: Watch out, guys!"
"sarge.WatchOut3"		"<clr:238,207,161>Sarge：小心點，士兵們！"
"[english]sarge.WatchOut3"		"<clr:238,207,161>Sarge: Careful, marines!"
"sarge.Shieldbug0"		"<clr:238,207,161>Sarge：可惡，一隻盾蟲。"
"[english]sarge.Shieldbug0"		"<clr:238,207,161>Sarge: Shit, a shieldbug."
"sarge.Shieldbug1"		"<clr:238,207,161>Sarge：我的天呀！"
"[english]sarge.Shieldbug1"		"<clr:238,207,161>Sarge: Holy shit!"
"sarge.Shieldbug2"		"<clr:238,207,161>Sarge：是一隻盾蟲，把它幹掉，士兵們。"
"[english]sarge.Shieldbug2"		"<clr:238,207,161>Sarge: A shieldbug, take it down, marines."
"sarge.ShieldbugHint0"		"<clr:238,207,161>Sarge：到它後面去，士兵們。"
"[english]sarge.ShieldbugHint0"		"<clr:238,207,161>Sarge: Get behind it, marines."
"sarge.ShieldbugHint1"		"<clr:238,207,161>Sarge：從它後面攻擊。"
"[english]sarge.ShieldbugHint1"		"<clr:238,207,161>Sarge: Shoot it in the back."
"sarge.ShieldbugHint2"		"<clr:238,207,161>Sarge：到它身後去。"
"[english]sarge.ShieldbugHint2"		"<clr:238,207,161>Sarge: Get behind."
"sarge.Parasite0"		"<clr:238,207,161>Sarge：寄生蟲！"
"[english]sarge.Parasite0"		"<clr:238,207,161>Sarge: Parasite!"
"sarge.Parasite1"		"<clr:238,207,161>Sarge：小心點，士兵們！有寄生蟲！"
"[english]sarge.Parasite1"		"<clr:238,207,161>Sarge: Look out, marines! Parasite!"
"sarge.Parasite2"		"<clr:238,207,161>Sarge：是寄生蟲！把它殺死！"
"[english]sarge.Parasite2"		"<clr:238,207,161>Sarge: Parasite! Kill it dead!"
"sarge.BeenInfested0"		"<clr:238,207,161>Sarge：啊！把它從我身上弄走！"
"[english]sarge.BeenInfested0"		"<clr:238,207,161>Sarge: Arrrrgh! Get it off me!"
"sarge.BeenInfested1"		"<clr:238,207,161>Sarge：把它弄走！"
"[english]sarge.BeenInfested1"		"<clr:238,207,161>Sarge: Get it off!"
"sarge.BeenInfested2"		"<clr:238,207,161>Sarge：啊啊啊！它在我身上！"
"[english]sarge.BeenInfested2"		"<clr:238,207,161>Sarge: Arrrgghhh! It's on me!"
"sarge.BeenInfested3"		"<clr:238,207,161>Sarge：該死！該死，寄生蟲上來了！"
"[english]sarge.BeenInfested3"		"<clr:238,207,161>Sarge: Shit! Shit, parasite on!"
"sarge.SwarmEggs0"		"<clr:238,207,161>Sarge：異形蟲卵，當心。"
"[english]sarge.SwarmEggs0"		"<clr:238,207,161>Sarge: Swarm eggs, watch out."
"sarge.SwarmEggs1"		"<clr:238,207,161>Sarge：是蟲卵，幹掉它們。"
"[english]sarge.SwarmEggs1"		"<clr:238,207,161>Sarge: Swarm eggs, take em out."
"sarge.SwarmEggs2"		"<clr:238,207,161>Sarge：當心，孩子們，這裏有蟲卵。"
"[english]sarge.SwarmEggs2"		"<clr:238,207,161>Sarge: Careful boys, we got swarm eggs."
"sarge.SwarmEggs3"		"<clr:238,207,161>Sarge：炒蛋時間到了，孩子們。"
"[english]sarge.SwarmEggs3"		"<clr:238,207,161>Sarge: Scramble them eggs, boys."
"sarge.Grenade0"		"<clr:238,207,161>Sarge：當心手雷！"
"[english]sarge.Grenade0"		"<clr:238,207,161>Sarge: Grenade!"
"sarge.Grenade1"		"<clr:238,207,161>Sarge：快閃開!"
"[english]sarge.Grenade1"		"<clr:238,207,161>Sarge: Clear!"
"sarge.Grenade2"		"<clr:238,207,161>Sarge：嘗嘗這個！"
"[english]sarge.Grenade2"		"<clr:238,207,161>Sarge: Eat this!"
"sarge.AlienTooClose0"		"<clr:238,207,161>Sarge：幹掉它！"
"[english]sarge.AlienTooClose0"		"<clr:238,207,161>Sarge: Get it off!"
"sarge.AlienTooClose1"		"<clr:238,207,161>Sarge：殺了它！"
"[english]sarge.AlienTooClose1"		"<clr:238,207,161>Sarge: Kill it!"
"sarge.AlienTooClose2"		"<clr:238,207,161>Sarge：在我這邊！"
"[english]sarge.AlienTooClose2"		"<clr:238,207,161>Sarge: On me!"
"sarge.AlienTooClose3"		"<clr:238,207,161>Sarge：它們朝我來了！"
"[english]sarge.AlienTooClose3"		"<clr:238,207,161>Sarge: Hostile on me!"
"sarge.MadFiring0"		"<clr:238,207,161>Sarge：嘗嘗這個，王八蛋！"
"[english]sarge.MadFiring0"		"<clr:238,207,161>Sarge: Eat this you son of a bitch!"
"sarge.MadFiring1"		"<clr:238,207,161>Sarge：去死吧！"
"[english]sarge.MadFiring1"		"<clr:238,207,161>Sarge: Die!"
"sarge.MadFiring2"		"<clr:238,207,161>Sarge：Argghhhh！"
"[english]sarge.MadFiring2"		"<clr:238,207,161>Sarge: Argghhhh!"
"sarge.BreachedDoor0"		"<clr:238,207,161>Sarge：它們把門弄破了！"
"[english]sarge.BreachedDoor0"		"<clr:238,207,161>Sarge: They breached the door!"
"sarge.BreachedDoor1"		"<clr:238,207,161>Sarge：它們沖進來了！"
"[english]sarge.BreachedDoor1"		"<clr:238,207,161>Sarge: They're through!"
"sarge.BreachedDoor2"		"<clr:238,207,161>Sarge：當心！"
"[english]sarge.BreachedDoor2"		"<clr:238,207,161>Sarge: Look out!"
"sarge.MarineDown0"		"<clr:238,207,161>Sarge：有人倒下了！"
"[english]sarge.MarineDown0"		"<clr:238,207,161>Sarge: Marine down!"
"sarge.SmallPain0"		"<clr:238,207,161>Sarge：啊！"
"[english]sarge.SmallPain0"		"<clr:238,207,161>Sarge: Arghh!"
"sarge.SmallPain1"		"<clr:238,207,161>Sarge: [痛苦的叫聲]"
"[english]sarge.SmallPain1"		"<clr:238,207,161>Sarge: [Pain]"
"sarge.SmallPain2"		"<clr:238,207,161>Sarge: [痛苦的叫聲]"
"[english]sarge.SmallPain2"		"<clr:238,207,161>Sarge: [Pain]"
"sarge.SmallPain3"		"<clr:238,207,161>Sarge: [痛苦的叫聲]"
"[english]sarge.SmallPain3"		"<clr:238,207,161>Sarge: [Pain]"
"sarge.LargePain0"		"<clr:238,207,161>Sarge: [慘痛的叫聲]"
"[english]sarge.LargePain0"		"<clr:238,207,161>Sarge: [Pain]"
"sarge.LargePain1"		"<clr:238,207,161>Sarge: [慘痛的叫聲]"
"[english]sarge.LargePain1"		"<clr:238,207,161>Sarge: [Pain]"
"sarge.Dead0"		"<clr:238,207,161>Sarge: [死亡時的叫聲]"
"[english]sarge.Dead0"		"<clr:238,207,161>Sarge: [Death]"
"sarge.Dead1"		"<clr:238,207,161>Sarge: [死亡時的叫聲]"
"[english]sarge.Dead1"		"<clr:238,207,161>Sarge: [Death]"
"sarge.OnFire0"		"<clr:238,207,161>Sarge：Arghhhhh, aaah!"
"[english]sarge.OnFire0"		"<clr:238,207,161>Sarge: Arghhhhh, aaah!"
"sarge.OnFire1"		"<clr:238,207,161>Sarge: [驚恐的叫聲]"
"[english]sarge.OnFire1"		"<clr:238,207,161>Sarge: [Screaming pain]"
"sarge.OnFire2"		"<clr:238,207,161>Sarge：我的天呀！[驚恐的叫聲]"
"[english]sarge.OnFire2"		"<clr:238,207,161>Sarge: Oh God! [Screaming pain]"
"sarge.MineDeployed0"		"<clr:238,207,161>Sarge：地雷放好了，孩子們。"
"[english]sarge.MineDeployed0"		"<clr:238,207,161>Sarge: Mine in place, boys."
"sarge.MineDeployed1"		"<clr:238,207,161>Sarge：地雷安放完畢。"
"[english]sarge.MineDeployed1"		"<clr:238,207,161>Sarge: Mine deployed."
"sarge.MineDeployed2"		"<clr:238,207,161>Sarge：註意點，地雷已放置。"
"[english]sarge.MineDeployed2"		"<clr:238,207,161>Sarge: Watch it, mine deployed."
"sarge.MineDeployed3"		"<clr:238,207,161>Sarge：燃燒地雷已布置。"
"[english]sarge.MineDeployed3"		"<clr:238,207,161>Sarge: Incendiary mine deployed."
"sarge.ActivateStims0"		"<clr:238,207,161>Sarge：使用興奮劑！"
"[english]sarge.ActivateStims0"		"<clr:238,207,161>Sarge: Stim now!"
"sarge.ActivateStims1"		"<clr:238,207,161>Sarge：打興奮劑。"
"[english]sarge.ActivateStims1"		"<clr:238,207,161>Sarge: Hit the stims."
"sarge.ActivateStims2"		"<clr:238,207,161>Sarge：啟用興奮劑！"
"[english]sarge.ActivateStims2"		"<clr:238,207,161>Sarge: Activate stim pack!"
"sarge.ActivateStims3"		"<clr:238,207,161>Sarge：快使用興奮劑。"
"[english]sarge.ActivateStims3"		"<clr:238,207,161>Sarge: Activate stim pack now."
"sarge.ActivateStims4"		"<clr:238,207,161>Sarge：我需要興奮劑。"
"[english]sarge.ActivateStims4"		"<clr:238,207,161>Sarge: I need that stim pack."
"sarge.ComplimentsJaeger0"		"<clr:238,207,161>Sarge：幹的漂亮，Jaeger"
"[english]sarge.ComplimentsJaeger0"		"<clr:238,207,161>Sarge: Nice work, Jaeger"
"sarge.ComplimentsJaeger1"		"<clr:238,207,161>Sarge：打得漂亮，Jaeger。"
"[english]sarge.ComplimentsJaeger1"		"<clr:238,207,161>Sarge: Good kill, Jaeger."
"sarge.ComplimentsJaeger2"		"<clr:238,207,161>Sarge：打得漂亮，牛仔。"
"[english]sarge.ComplimentsJaeger2"		"<clr:238,207,161>Sarge: Nice shootin' Tex."
"sarge.Compliments0"		"<clr:238,207,161>Sarge：幹的漂亮，士兵。"
"[english]sarge.Compliments0"		"<clr:238,207,161>Sarge: Good work, marine."
"sarge.Compliments1"		"<clr:238,207,161>Sarge：那就是我想聽到的。"
"[english]sarge.Compliments1"		"<clr:238,207,161>Sarge: That's what I like to hear."
"sarge.Compliments2"		"<clr:238,207,161>Sarge：真他媽漂亮，士兵。"
"[english]sarge.Compliments2"		"<clr:238,207,161>Sarge: Damn fine work, marine."
		"sarge.Compliments3"		"<clr:238,207,161>Sarge: Good job!"
		"[english]sarge.Compliments3"		"<clr:238,207,161>Sarge: Good job!"
		"sarge.Impatience0"		"<clr:238,207,161>Sarge: Come on marine, they don't pay us by the hour!"
		"[english]sarge.Impatience0"		"<clr:238,207,161>Sarge: Come on marine, they don't pay us by the hour!"
"sarge.Impatience1"		"<clr:238,207,161>Sarge：那就是我想要聽的。"
"[english]sarge.Impatience1"		"<clr:238,207,161>Sarge: That's what I like to hear."
"sarge.Impatience2"		"<clr:238,207,161>Sarge：可惡，妳還想玩那紙牌遊戲玩到什麽時候？"
"[english]sarge.Impatience2"		"<clr:238,207,161>Sarge: Shit, how long you gonna play that solitaire game anyway?"
"sarge.Selection0"		"<clr:238,207,161>Sarge：說。"
"[english]sarge.Selection0"		"<clr:238,207,161>Sarge: Speak."
"sarge.Selection1"		"<clr:238,207,161>Sarge：我在聽。"
"[english]sarge.Selection1"		"<clr:238,207,161>Sarge: I'm listening."
"sarge.Selection2"		"<clr:238,207,161>Sarge：Conrad 準備就緒。"
"[english]sarge.Selection2"		"<clr:238,207,161>Sarge: Conrad ready."
"sarge.Selection3"		"<clr:238,207,161>Sarge：繼續。"
"[english]sarge.Selection3"		"<clr:238,207,161>Sarge: Proceed."
"vegas.FirstBloodStart0"		"<clr:84,255,159>Vegas：第一滴血是我的了。"
//Vegas
"[english]vegas.FirstBloodStart0"		"<clr:84,255,159>Vegas: Taking bets on first blood."
"vegas.FirstBloodWin0"		"<clr:84,255,159>Vegas：哈哈，今天好運眷顧著我。"
"[english]vegas.FirstBloodWin0"		"<clr:84,255,159>Vegas: Haha, fortune favours Vegas today."
"vegas.FirstBloodWin1"		"<clr:84,255,159>Vegas：幸運女神站在我這邊。"
"[english]vegas.FirstBloodWin1"		"<clr:84,255,159>Vegas: Lady luck is on my side."
"vegas.SynUpSpotted0"		"<clr:84,255,159>Vegas：Synup 牌可樂，有人帶了開瓶器嗎？"
"[english]vegas.SynUpSpotted0"		"<clr:84,255,159>Vegas: Synup Cola, anyone have any creds?"
"vegas.MedicComplainReply0"		"<clr:84,255,159>Vegas：我完全沒有想到這點。"
"[english]vegas.MedicComplainReply0"		"<clr:84,255,159>Vegas: I wasn't exactly planning on it."
"vegas.TequilaReplySarge0"		"<clr:84,255,159>Vegas：Aahh，天呀。"
"[english]vegas.TequilaReplySarge0"		"<clr:84,255,159>Vegas: Aahh, man."
"vegas.TequilaReplyJaeger0"		"<clr:84,255,159>Vegas：蓋上它，我只喝龍舌蘭酒。"
"[english]vegas.TequilaReplyJaeger0"		"<clr:84,255,159>Vegas: Screw that, I'm sticking with tequila."
"vegas.TequilaReplyWildcat0"		"<clr:84,255,159>Vegas：Hell，yeah！"
"[english]vegas.TequilaReplyWildcat0"		"<clr:84,255,159>Vegas: Hell, yeah!"
"vegas.TequilaReplyWolfe0"		"<clr:84,255,159>Vegas：妳辦到了，Wolfe。"
"[english]vegas.TequilaReplyWolfe0"		"<clr:84,255,159>Vegas: You got it, Wolfe."
"vegas.TequilaReplyFaith0"		"<clr:84,255,159>Vegas：誰在乎？沒人能永遠活著。"
"[english]vegas.TequilaReplyFaith0"		"<clr:84,255,159>Vegas: Who cares? No one lives forever."
"vegas.TequilaReplyBastille0"		"<clr:84,255,159>Vegas：好吧，但妳會錯過的，Amigo。"
"[english]vegas.TequilaReplyBastille0"		"<clr:84,255,159>Vegas: Ok, but you're missing out, Amigo."
"vegas.TequilaStart0"		"<clr:84,255,159>Vegas：我現在就想好好地喝點龍舌蘭酒。"
"[english]vegas.TequilaStart0"		"<clr:84,255,159>Vegas: I could do with some tequila right about now."
"vegas.TequilaStart1"		"<clr:84,255,159>Vegas：誰想來點龍舌蘭酒？"
"[english]vegas.TequilaStart1"		"<clr:84,255,159>Vegas: Who's up for some tequila?"
"vegas.InjuredSelection0"		"<clr:84,255,159>Vegas：全盤皆輸了。"
"[english]vegas.InjuredSelection0"		"<clr:84,255,159>Vegas: All bets are off."
"vegas.InjuredSelection1"		"<clr:84,255,159>Vegas：別擔心。"
"[english]vegas.InjuredSelection1"		"<clr:84,255,159>Vegas: Don't worry."
"vegas.InjuredSelection2"		"<clr:84,255,159>Vegas：我的袖子裏還塞著張黑桃A"
"[english]vegas.InjuredSelection2"		"<clr:84,255,159>Vegas: I still got an ace up my sleeve."
"vegas.InjuredSelection3"		"<clr:84,255,159>Vegas：真倒黴。"
"[english]vegas.InjuredSelection3"		"<clr:84,255,159>Vegas: Just my luck."
"vegas.InjuredSelection4"		"<clr:84,255,159>Vegas：啥？"
"[english]vegas.InjuredSelection4"		"<clr:84,255,159>Vegas: What?"
"vegas.SeriousInjuryReply0"		"<clr:84,255,159>Vegas：啊，老天，我真該呆在 Culiacan Sinaloa。"
"[english]vegas.SeriousInjuryReply0"		"<clr:84,255,159>Vegas: Ah man, I should have stayed in Culiacan Sinaloa."
"vegas.StillBreathingReply0"		"<clr:84,255,159>Vegas：為什麽我總會碰到這些瘋狂的事情？"
"[english]vegas.StillBreathingReply0"		"<clr:84,255,159>Vegas: Why do I always get the crazy ones?"
"vegas.Use0"		"<clr:84,255,159>Vegas：我抓到妳了。"
"[english]vegas.Use0"		"<clr:84,255,159>Vegas: I got ya."
"vegas.Use1"		"<clr:84,255,159>Vegas：我來搞定它。"
"[english]vegas.Use1"		"<clr:84,255,159>Vegas: I'm on it."
"vegas.Use2"		"<clr:84,255,159>Vegas：我來搞定。"
"[english]vegas.Use2"		"<clr:84,255,159>Vegas: On it."
"vegas.Use3"		"<clr:84,255,159>Vegas：是。"
"[english]vegas.Use3"		"<clr:84,255,159>Vegas: Si."
"vegas.Use4"		"<clr:84,255,159>Vegas：好的。"
"[english]vegas.Use4"		"<clr:84,255,159>Vegas: Si."
"vegas.Use5"		"<clr:84,255,159>Vegas：遵命。"
"[english]vegas.Use5"		"<clr:84,255,159>Vegas: Yessir."
"vegas.Idle0"		"<clr:84,255,159>Vegas：4比1，呃？我更喜歡舊的那個。"
"[english]vegas.Idle0"		"<clr:84,255,159>Vegas: 4 to 1, eh? I like the odds."
"vegas.Idle1"		"<clr:84,255,159>Vegas：好吧，有誰想來局二十一點？"
"[english]vegas.Idle1"		"<clr:84,255,159>Vegas: Alright, who's up for a game of blackjack?"
"vegas.Idle2"		"<clr:84,255,159>Vegas：有誰帶了副撲克片嗎？"
"[english]vegas.Idle2"		"<clr:84,255,159>Vegas: Anyone got a deck of cards?"
"vegas.Idle3"		"<clr:84,255,159>Vegas：我恨不得馬上從這塊石頭上離開，然後回到賭桌上去。"
"[english]vegas.Idle3"		"<clr:84,255,159>Vegas: Can't wait to get off this rock and back to the tables."
"vegas.Idle4"		"<clr:84,255,159>Vegas：我現在本應該在看比賽的。"
"[english]vegas.Idle4"		"<clr:84,255,159>Vegas: I could be watching the races right now."
"vegas.Idle5"		"<clr:84,255,159>Vegas：如果我是名賭客，我會說最壞的還沒來但一定會來的。"
"[english]vegas.Idle5"		"<clr:84,255,159>Vegas: If I were a betting man, I'd say the worst is yet to come."
"vegas.Idle6"		"<clr:84,255,159>Vegas: [口哨聲]"
"[english]vegas.Idle6"		"<clr:84,255,159>Vegas: [Whistle]"
"vegas.Idle7"		"<clr:84,255,159>Vegas: [口哨聲]"
"[english]vegas.Idle7"		"<clr:84,255,159>Vegas: [Whistle]"
"vegas.Idle8"		"<clr:84,255,159>Vegas：誰想來點龍舌蘭酒？"
"[english]vegas.Idle8"		"<clr:84,255,159>Vegas: Who's up for some tequila?"
"vegas.Idle9"		"<clr:84,255,159>Vegas：看來妳們都喜歡賭博，我們應該找個時間來玩玩。"
"[english]vegas.Idle9"		"<clr:84,255,159>Vegas: You guys like to gamble, we should play sometime."
"vegas.FF0"		"<clr:84,255,159>Vegas：看清妳的目標！"
"[english]vegas.FF0"		"<clr:84,255,159>Vegas: Check your target!"
"vegas.FF1"		"<clr:84,255,159>Vegas：小心點，混蛋！"
"[english]vegas.FF1"		"<clr:84,255,159>Vegas: Ten cuidado Bastard!"
"vegas.FF2"		"<clr:84,255,159>Vegas：當心點！"
"[english]vegas.FF2"		"<clr:84,255,159>Vegas: Watch it!"
"vegas.FiringAtAlien0"		"<clr:84,255,159>Vegas：敵人來襲！"
"[english]vegas.FiringAtAlien0"		"<clr:84,255,159>Vegas: Contact!"
"vegas.FiringAtAlien1"		"<clr:84,255,159>Vegas：去死吧！"
"[english]vegas.FiringAtAlien1"		"<clr:84,255,159>Vegas: Die!"
"vegas.FiringAtAlien2"		"<clr:84,255,159>Vegas：嘗嘗這個！"
"[english]vegas.FiringAtAlien2"		"<clr:84,255,159>Vegas: Eat this!"
"vegas.FiringAtAlien3"		"<clr:84,255,159>Vegas：它們來了！"
"[english]vegas.FiringAtAlien3"		"<clr:84,255,159>Vegas: Incoming!"
"vegas.FollowMe0"		"<clr:84,255,159>Vegas：Go，go，go！"
"[english]vegas.FollowMe0"		"<clr:84,255,159>Vegas: Go, go, go!"
"vegas.FollowMe1"		"<clr:84,255,159>Vegas：走吧，走吧，走吧！"
"[english]vegas.FollowMe1"		"<clr:84,255,159>Vegas: Go, go, go!"
"vegas.FollowMe2"		"<clr:84,255,159>Vegas：行動吧！"
"[english]vegas.FollowMe2"		"<clr:84,255,159>Vegas: Let's move!"
"vegas.FollowMe3"		"<clr:84,255,159>Vegas：是時候下註了，朋友。"
"[english]vegas.FollowMe3"		"<clr:84,255,159>Vegas: Time to roll the dice, Compadre."
"vegas.HoldPosition0"		"<clr:84,255,159>Vegas：守著這個地方。"
"[english]vegas.HoldPosition0"		"<clr:84,255,159>Vegas: Hold position."
"vegas.HoldPosition1"		"<clr:84,255,159>Vegas：防守這個區域。"
"[english]vegas.HoldPosition1"		"<clr:84,255,159>Vegas: Secure this area."
"vegas.HoldPosition2"		"<clr:84,255,159>Vegas：呆在這裏。"
"[english]vegas.HoldPosition2"		"<clr:84,255,159>Vegas: Stay here."
"vegas.NeedAmmo0"		"<clr:84,255,159>Vegas：我需要些彈藥。"
"[english]vegas.NeedAmmo0"		"<clr:84,255,159>Vegas: I need some ammo."
"vegas.NeedAmmo1"		"<clr:84,255,159>Vegas：需要彈藥。"
"[english]vegas.NeedAmmo1"		"<clr:84,255,159>Vegas: Need ammo."
"vegas.NoAmmo0"		"<clr:84,255,159>Vegas：我沒子彈了！"
"[english]vegas.NoAmmo0"		"<clr:84,255,159>Vegas: I'm out of ammo!"
"vegas.NoAmmo1"		"<clr:84,255,159>Vegas：沒子彈了！"
"[english]vegas.NoAmmo1"		"<clr:84,255,159>Vegas: No ammo!"
"vegas.Medic0"		"<clr:84,255,159>Vegas：醫生！"
"[english]vegas.Medic0"		"<clr:84,255,159>Vegas: Medic!"
"vegas.Medic1"		"<clr:84,255,159>Vegas：我需要治療！"
"[english]vegas.Medic1"		"<clr:84,255,159>Vegas: Need Medic!"
"vegas.Reloading0"		"<clr:84,255,159>Vegas：裝彈完畢！"
